"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Text","At Higher Levels"
"纠缠术","PHB'14","238","1环","1 动作","Concentration, up to 1 minute","咒法","90 尺","声音, 姿势","德鲁伊","游侠","在施法距离内的地面上指定一点，并以其为源点蔓延出 20 尺方形区域的杂草和藤蔓。在法术持续时间内，这片被植物覆盖的区域变为困难地形。在你施展法术时，该区域内的生物必须成功通过一次力量豁免，否则将因为这些缠绕的植物陷入束缚状态，直到法术终止。一个因此被束缚的生物可以使用其动作进行一次力量检定以对抗该法术的豁免 DC，检定成功则摆脱束缚。法术终止时，所召唤的植物随即枯萎。",""
"纠缠术","PHB'24","268","1环","1 动作","Concentration, up to 1 minute","咒法","90 尺","声音, 姿势","德鲁伊, 游侠","","在你可见范围内的20英尺正方形地面上，长出缠绕的植物。在法术持续期间，这些植物将该区域的地面变为困难地形。法术结束时，它们会消失。当你施放这个法术时，区域内的每个生物（除了你以外）都必须在力量豁免上成功，否则将一直受到束缚状态，直到法术结束。一个束缚的生物可以采取行动对抗你的法术难度值进行一次力量（运动）检定。如果成功，它能从缠绕植物中挣脱出来，不再受它们束缚。",""
"纳撒尔恶作剧","FTD","20","2环","1 动作","Concentration, up to 1 minute","幻术","60 尺","姿势, 材料 (一块面包皮，来自一个苹果派)","吟游诗人, 吟游诗人, 术士, 术士, 法师, 法师","","你选择一个以施法范围内一点为原点，20尺矩形的范围。你在该范围内填满精类与龙族的魔法。在恶作剧之涌表格里掷骰以决定产生的魔法效应。法术持续时间内、在你的每个回合开始时，你都重骰这个表格。在你重骰之前，你可以把这个矩形范围移动最多10尺。恶作剧之涌d4效果1空气中弥漫着苹果派的味道，范围内的生物必须成功通过一次感知豁免，否则将被你魅惑，直至你的下回合开始。2一束束鲜花出现在四周，范围内的生物必须成功通过一次敏捷豁免，否则鲜花将往他们脸上喷水，使他们陷入目盲，直至你的下回合开始。3范围内的每个生物必须成功通过一次感知豁免，否则将开始咯咯笑，直至你的下回合开始。一个正在咯咯笑的生物陷入失能，并使用他的所有移动力向一个随机方向移动。4一滴滴蜜糖出现并在矩形内悬停，将其内变成困难地形，直至你的下回合开始。",""
"维生术","PHB'14","277","戏法","1 动作","Instantaneous","死灵","触及","声音, 姿势","奇械师, 牧师","","你触碰一个生命值为 0 的活体生物，使该生物的伤势立刻稳定下来。该法术对不死生物和构装生物无效。",""
"维生术","PHB'24","318","戏法","1 动作","Instantaneous","死灵","15 尺","声音, 姿势","奇械师, 德鲁伊, 牧师","","选择一个射程内拥有0生命值且未死亡的生物。该生物变得稳重。"," 戏法升级. 当你达到5级（30英尺）、11级（60英尺）和17级（120英尺）时，射程加倍。"
"缓慢术","PHB'14","277","3环","1 动作","Concentration, up to 1 minute","变化","120 尺","声音, 姿势, 材料 (一滴糖浆)","术士, 法师","吟游诗人","你在施法距离内一处 40 尺立方区域内指定至多六个生物并扭曲其周围的时间流。每个目标都要进行一次感知豁免，豁免失败则受到该法术影响直至法术终止。受术生物的速度减半，而其 AC 和敏捷豁免都具有-2 减值，且不能执行反应。该生物在其回合内可以执行一个动作或一个附赠动作，但不能在一回合内同时执行以上两者。不论该生物拥有何种能力或魔法物品，它在其回合内只能发动一次近战或远程攻击。如果该生物尝试施展一个施法时间为1动作的法术，则需掷一次 d20。如果结果是 11 或更高，则该生物的法术直至其下一回合才会生效，且该生物必须在此时再使用一个动作来完成法术。如果它做不到则它的法术就此浪费掉。受术生物在每个其自己回合结束时可以再进行一次该感知豁免，豁免成功则终止其身上的该法术效应。",""
"缓慢术","PHB'24","318","3环","1 动作","Concentration, up to 1 minute","变化","120 尺","声音, 姿势, 材料 (一滴糖浆)","吟游诗人, 术士, 法师","","你在施法距离内一处 40 尺立方区域内指定至多六个生物并扭曲其周围的时间流。每个目标都要进行一次感知豁免，豁免失败则受到该法术影响直至法术终止。受影响的目标的速度减半，其AC和敏捷豁免受到-2的惩罚，且无法使用反应。在其回合中，它可以选择执行一个动作或一个附赠动作，但不能同时执行两者，且如果执行攻击动作，则只能进行一次攻击。如果它施放具有姿势成分的法术，则有25%的几率因目标动作太慢而导致法术失败。受影响的目标在每个回合结束时重复进行豁免投掷，在成功时自行结束法术。",""
"群体医疗术","PHB'14","258","9环","1 动作","Instantaneous","塑能","60 尺","声音, 姿势","牧师","","泉涌般的治愈能量从你流向你周围受伤的生物。你为施法距离内任意数量你能看见的生物恢复总计至多 700 点生命值，而具体治疗量则由你随意分配。受该法术所治疗的生物其所有疾病以及导致它们目盲或耳聋的效应也一并被治愈。该法术对不死生物和构装生物无效。",""
"群体医疗术","PHB'24","296","9环","1 动作","Instantaneous","防护","60 尺","声音, 姿势","牧师","","一股治愈能量从你流向你周围的生物。你恢复最多700点生命值，你可以在施法范围内你能看到的任何数量的生物之间分配。受到这个法术治疗的生物也会移除他们身上的目盲、耳聋和中毒状态。",""
"群体变形术","XGE","160","9环","1 动作","Concentration, up to 1 hour","变化","120 尺","声音, 姿势, 材料 (一个毛虫虫茧)","吟游诗人, 吟游诗人, 术士, 术士, 法师, 法师","","你可以转变施法距离内最多 10 个由你选择的可见生物。非自愿的目标必须通过一次感知豁免检定来对抗变形。非自愿的变形生物在这次豁免中自动成功。每一个目标都获得由你选择的、相同或是不同的野兽形态。新的形态可以是你曾见过的、挑战等级低于或等于目标挑战等级（如果目标没有挑战等级，那么上限是目标等级的一半）的 任何野兽。这些目标的游戏数据，包括心智属性值，将被你所选择的野兽数据所取代，但仍然保留他们的生命值、阵营和人格。每一个目标都得到等同于新形态生命值的临时生命值。这些临时生命值不能被其他来源的临时生命值替换。生物会在失去这些临时生命值或者死亡时变回原本的形态。如果法术在这之前结束，这些临时生命值也会失去且生物变回原形。生物能进行的动作被它新形态的特质所限制。它将不能说话、施展法术、或是做其他需要用到手或言语的事情。目标的装备融合进新形态，目标生物不能启动，使用，挥舞或其他方式从它的装备上获得增益。",""
"群体暗示术","PHB'14","258","6环","1 动作","24 hours","惑控","60 尺","声音, 材料 (一只蛇的舌头和一小块蜂窝或一滴甜油)","吟游诗人, 术士, 法师, 邪术师","","你以魔法影响施法距离内至多十二个你能看见的生物，并对其施以某种行动暗示（至多以一两句话的形式）。由你指定的受术目标必须能听到并理解你的话语。而不能被魅惑的生物也将免疫此效应。你的暗示言辞必须能让其行为听起来合乎情理。要求生物刺伤它自己，自己撞向矛尖上，让它自我牺牲，或是让它做任何明显有害的行为都会直接取消该法术所产生的效应。每个目标必须进行一次感知豁免，豁免失败者将尽其所能地从事你所描述的行为。你所暗示的行为可能会在法术持续时间内始终一直进行。而如果你所暗示的活动可以用更短的时间完成，则该法术会在目标完成了你的要求后随即终止。你也可以描述一种在持续时间内发生的特定状况，作为触发特殊行为的条件。例如，你可以暗示一队士兵将所有的钱交给他们遇到的第一个乞丐。如果在法术终止前条件始终没有满足，则指定的行为不会被执行。如果你或你同伴中的任何人伤害了一个被该法术影响的生物，则该法术对该生物产生的效应随之终止。"," 升环施法效应. 使用七环法术位施展该法术时，持续时间变为 10 日。使用八环法术位施展该法术时，持续时间变为 30 日。使用九环法术位施展该法术时，持续时间变为一年零一日。"
"群体暗示术","PHB'24","296","6环","1 动作","24 hours","惑控","60 尺","声音, 材料 (一条蛇的舌头)","吟游诗人, 术士, 法师","","你对在你施法范围内、能听到并理解你语言的十二个或更少生物提出一个活动建议——这个建议用不超过25个词描述。这个建议必须听起来是可行的，并且不涉及对任何目标或其盟友明显造成伤害的事情。例如，你可以说：""沿着那条路走到村庄，帮助那里的村民收割庄稼直到日落。""或者你可以说：""现在不是暴力的时候。放下你们的武器，跳舞吧！一个小时后停止。""每个目标必须成功通过一次智慧豁免，否则在持续时间内或直到你或你的盟友对目标造成伤害之前，都会处于魅惑状态。每个魅惑的目标将尽其所能追求建议的活动。建议的活动可以持续整个持续时间，但如果建议的活动可以在更短的时间内完成，那么在目标完成后，对该目标的法术就会结束。"," 升环施法效应. 使用7级（10天）、8级（30天）或9级（366天）法术位施放时，持续时间会更长。"
"群体治愈真言","PHB'14","258","3环","1 附赠动作","Instantaneous","塑能","60 尺","声音","牧师","吟游诗人","你高声诵出复原的真言，并指定施法距离内至多六个你能看见的生物，使其各自恢复一定的生命值，其数值等于 1d4+你的施法属性调整值。该法术对不死生物和构装生物无效。"," 升环施法效应. 使用四环或更高法术位施展该法术时，你使用的法术位每比三环高一环，其治疗量就增加1d4。"
"群体治愈真言","PHB'24","296","3环","1 附赠动作","Instantaneous","防护","60 尺","声音","吟游诗人, 牧师","","在你施法范围内，你可以看到的多达六个你选择的生物恢复等于2d4加上你的施法能力调整值的生命值。"," 升环施法效应. 每超过3级的法术位，治疗效果增加1d4。"
"群体疗伤术","PHB'14","258","5环","1 动作","Instantaneous","塑能","60 尺","声音, 姿势","吟游诗人, 德鲁伊, 牧师","","一波治愈的能量从施法距离内你指定的一点奔涌而出。你在该点周边 30 尺半径的球状区域内指定至多六个生物，并使每个目标生物恢复一定的生命值，其数值等于 3d8+你的施法属性调整值。该法术对不死生物和构装生物无效。"," 升环施法效应. 使用六环或更高法术位施展该法术时，你使用的法术位每比五环高一环，其治疗量就增加 1d8。"
"群体疗伤术","PHB'24","296","5环","1 动作","Instantaneous","防护","60 尺","声音, 姿势","吟游诗人, 德鲁伊, 牧师","","一股治愈能量从你能看到的范围内的一个点涌出。选择在以该点为中心的30英尺半径球体内的多达六个生物。每个目标恢复等于5d8加上你的施法能力调整值的生命值。"," 升环施法效应. 每超过5级的法术位，治疗效果增加1d8。"
"羽落术","PHB'14","239","1环","1 反应","1 minute","变化","60 尺","声音, 材料 (一小根羽毛或羽绒)","吟游诗人, 奇械师, 术士, 法师","","在施法距离内指定至多五个正坠落的生物。受术生物的坠落速度在法术持续时间内降低至每轮 60 尺。如果该生物在法术终止前落地，则其不会受到任何坠落伤害，且可以安全的用脚着地。着地后法术对该生物的效应随即终止。",""
"羽落术","PHB'24","271","1环","1 反应","1 minute","变化","60 尺","声音, 材料 (一根小羽毛或绒毛)","吟游诗人, 奇械师, 术士, 法师","","在范围内选择最多五个下落的生物。下落生物的下降速度减慢至每轮60英尺，直到法术结束。如果生物在法术结束前着陆，该生物不会因坠落而受到伤害，且对该生物的法术效果结束。",""
"翠炎剑","TCE","107","戏法","1 动作","Instantaneous","塑能","自身 (5-尺 半径)","姿势, 材料 (一把价值至少 1sp 的近战武器)","奇械师, 术士, 术士, 法师, 法师, 邪术师, 邪术师","术士, 术士, 法师, 法师, 邪术师, 邪术师","你挥舞作为法术成分的那把武器，对你周围 5 尺范围内的一个生物发动一次近战武器攻击。如果攻击成功命中，目标会受到这次攻击的正常影响，且你可以让那翠绿色火焰从目标身上飞跃至目标周围 5 尺范围内的另一个你可见的生物。第二个生物受到等同于 你施法属性调整值 点的火焰伤害。此法术的伤害会随你的等级一同提升：到达 5 级后，这次近战攻击将造成额外1d8点火焰伤害，且第二个目标将受到的伤害提升至1d8+你的施法主属性调整值。两个伤害都会在 11 级后再增加1d8（2d8和2d8），17 级后再加 1d8（3d8和3d8）。",""
"脆弱诅咒","PHB'14","251","1环","1 附赠动作","Concentration, up to 1 hour","惑控","90 尺","声音, 姿势, 材料 (一只风干的蝾螈眼)","邪术师","","你对施法距离内一个你能看见的一个生物施加诅咒。直到法术终止前，你对命中该目标的任意攻击都将额外造成 1d6 点黯蚀伤害。此外，你在施展该法术的同时选择一项属性，使该目标进行所选属性的属性检定时具有劣势。如果目标在法术终止前 HP 降至 0，则你可以在法术终止前后续的某一回合中使用一个附赠动作诅咒另一个生物。对受术目标施展法术 移除诅咒 后可以提前终止该法术。"," 升环施法效应. 使用三环或四环法术位施展该法术时，其专注可以维持至多 8 小时。使用五环或更高法术位施展该法术时，其专注可以维持至多 24 小时。"
"脆弱诅咒","PHB'24","285","1环","1 附赠动作","Concentration, up to 1 hour","惑控","90 尺","声音, 姿势, 材料 (一只风干的蝾螈眼)","邪术师","","你对射程内你能看到的一个生物施加诅咒。直到法术结束，每当你用攻击检定击中目标时，你会额外对其造成1d6点坏死伤害。同时，施放法术时选择一项能力。目标在使用所选能力进行属性检定时有劣势。如果目标在这个法术结束前降至0生命值，你可以在之后的回合中使用附赠动作诅咒一个新的生物。"," 升环施法效应. 使用2级（最多4小时）、3-4级（最多8小时）或5级及以上（24小时）的法术位，你的专注可以持续更长时间。"
"脚底抹油","PHB'14","238","1环","1 附赠动作","Concentration, up to 10 minutes","变化","自身","声音, 姿势","奇械师, 术士, 法师, 邪术师","","此法术让你以惊人的步速移动。施展此法术时，你可以执行 疾走 动作。其后直至法术终止前的每个你自己回合中，你都能再以附赠动作执行疾走动作。",""
"脚底抹油","PHB'24","270","1环","1 附赠动作","Concentration, up to 10 minutes","变化","自身","声音, 姿势","奇械师, 术士, 法师, 邪术师","","你采取疾走动作，直到法术结束，你可以再次作为附赠动作采取该动作。",""
"自然之怒","XGE","171","5环","1 动作","Concentration, up to 1 minute","塑能","120 尺","声音, 姿势","德鲁伊, 德鲁伊, 游侠, 游侠","","你唤醒自然界的精魂对抗你的敌人。选择施法距离内你可见的一点，精魂令那一点为中心 60 尺立方区域内的树木、岩石和草丛被活化，直到法术结束。 草丛和灌木. 立方区域内被草丛或灌木覆盖的地面对你的敌人而言是困难地形。 树木. 在你的每个回合开始，在立方区域内的任何树木周围 10 尺范围内的每个你的敌人都必须成功进行敏捷豁免检定，否则会因为树枝的挥打受到4d6挥砍伤害。 根与藤. 在你的每个回合结束时，立方区域内站于地面上的一个你选择的生物必须成功进行力量豁免检定，否则会被束缚直到法术结束。被束缚的生物可以使用它的动作来进行一次力量（运动）检定对抗你的施法 DC，如果成功将会结束这个效果对自己的影响。 投石. 在你的回合中以一个附赠动作，你可以使一块立方区域中的松动岩石投掷向同样在区域里的一个你可见的生物。若击中，目标受到3d8非魔法钝击伤害，并且必须成功进行力量豁免检定否则被倒地。",""
"自然守卫","XGE","157","4环","1 附赠动作","Concentration, up to 1 minute","变化","自身","声音","德鲁伊, 德鲁伊, 游侠, 游侠","","自然之魂回应你的呼唤并将你转变为一个强大的守卫。转变持续到法术结束。你选择以下形态之一取得：原始猛兽或战争巨树。 原始猛兽. 如野兽般的皮毛覆盖你的身体，你的面部特征变得野性，并且你得到以下增益：你的步行速度增加10尺。你得到 120 尺的黑暗视觉。你基于力量的攻击检定得到优势。你的近战武器攻击在击中时会造成额外1d6力场伤害。 战争巨树. 你的皮肤出现树纹，枝叶从你的头发上萌芽，并且你得到以下增益：你得到 10 点临时生命。你的体质豁免检定得到优势。你基于敏捷或基于感知的攻击检定得到优势。当你在地面上时，你周围 15 尺的地面对于你的敌人而言是困难地形。",""
"臭云术","PHB'14","278","3环","1 动作","Concentration, up to 1 minute","咒法","90 尺","声音, 姿势, 材料 (一颗腐烂的蛋或几片臭菘的叶子)","吟游诗人, 术士, 法师","","你以施法距离内一点为中心创造出一团半径 20 尺的黄色恶心气体云团。云团会绕过拐角扩散，并能造成重度遮蔽。在法术持续时间结束前云团都会一直在空气中徘徊。如果一个生物在其回合开始时完全位于云团内，则它必须进行一次对抗毒素的体质豁免。豁免失败则该生物必须因呕吐和蹒跚浪费掉其本回合的动作。如果生物不需要呼吸或对毒素免疫，则其检定直接判定为成功。云团被和风（风速至少每小时 10 里）吹袭 4 轮后消散。而强风（风速至少每小时 20 里）只需 1 轮就能将其吹散。",""
"臭云术","PHB'24","320","3环","1 动作","Concentration, up to 1 minute","咒法","90 尺","声音, 姿势, 材料 (一个腐烂的鸡蛋)","吟游诗人, 术士, 法师","","你在施法范围内的一点为中心创造出一个20英尺半径的黄色、令人作呕的气体球体。这片云团是重度遮蔽的。这片云在空气中持续存在，直到持续时间结束或被强风（如造风术所创造的）吹散。每个在其回合开始时位于球体内的生物必须成功通过一次体质豁免检定，否则直到当前回合结束都会处于中毒状态。以这种方式处于中毒状态的生物不能采取行动或附赠动作。",""
"至圣斩","PHB'24","265","1环","1 附赠动作","Instantaneous","塑能","自身","声音","圣武士","","目标因攻击而受到额外的2d8辉光伤害。如果目标是恶魔或亡灵，伤害增加1d8。"," 升环施法效应. 伤害随着高于1级的法术位每级增加1d8。"
"致伤术","PHB'14","253","1环","1 动作","Instantaneous","死灵","触及","声音, 姿势","牧师","","你对触及范围内一个生物发动一次近战法术攻击。命中时，目标受到 3d10 点黯蚀伤害。"," 升环施法效应. 使用二环或更高法术位施展该法术时，你使用的法术位每比一环高一环，伤害就增加 1d10。"
"致伤术","PHB'24","288","1环","1 动作","Instantaneous","死灵","触及","声音, 姿势","牧师","","你触碰的生物需要进行一次体质豁免，豁免失败将受到 2d10 点黯蚀伤害，豁免成功则伤害减半。"," 升环施法效应. 每比1级法术位高一级，伤害增加1d10。"
"致病射线","PHB'14","271","1环","1 动作","Instantaneous","死灵","60 尺","声音, 姿势","术士, 法师","","一道恶心的浅绿射线朝施法距离内一个生物射去。你对目标进行一次远程法术攻击。若命中，则目标受到 2d8 的毒素伤害且必须进行一次体质豁免，豁免失败则目标陷入中毒，该中毒效应持续至你的下一回合结束。"," 升环施法效应. 使用二环或更高法术位施展该法术时，你使用的法术位每比一环高一环，伤害就增加 1d8。"
"致病射线","PHB'24","311","1环","1 动作","Instantaneous","死灵","60 尺","声音, 姿势","术士, 法师","","你对射程内的生物射出一道绿光。对该目标进行远程法术攻击。击中时，目标受到2d8毒素伤害，并在下一个回合结束前处于中毒状态。"," 升环施法效应. 伤害随着高于1级的法术位每级增加1d8。"
"致病辐射","XGE","164","4环","1 动作","Concentration, up to 10 minutes","塑能","120 尺","声音, 姿势","术士, 术士, 法师, 法师, 邪术师, 邪术师","","选择的施法距离内的一点，绿色的微光以那一点为中心扩散并覆盖 30 尺半径的球状区域。光芒会绕过拐角传播，并会一直持续到法术结束为止。当一个生物在某一回合内第一次进入此法术区域内，或者是在其中开始其回合时，该生物必须通过一次体质豁免。豁免失败将受到4d10点光耀伤害并承受一级力竭，且该生物会发散出 5 尺半径的绿色微光。这个光线让生物无法从隐形中获益。光线和由于这个法术所产生的任何等级的力竭在法术结束时消失。",""
"致盲斩","PHB'14","219","3环","1 附赠动作","Concentration, up to 1 minute","塑能","自身","声音","圣武士","","你在法术终止前的下一次武器攻击命中某生物时将爆发出强光，并对目标额外造成 3d8点光耀伤害。此外，目标必须进行一次体质豁免，豁免失败则陷入目盲直至法术终止。受法术目盲效应影响的生物在其每个回合结束时可以再进行一次体质豁免，豁免成功则其目盲状态终止。",""
"致盲斩","PHB'24","247","3环","1 附赠动作","1 minute","塑能","自身","声音","圣武士","","被攻击命中的目标会额外受到3d8点辐射伤害，并且目标会带有目盲状态直到法术结束。在它的每个回合结束时，处于目盲状态的目标可以进行一次体质豁免检定，成功则结束自身的法术效果。"," 升环施法效应. 对于3级以上的每个法术位，额外伤害增加1d8。"
"舞光术","PHB'14","230","戏法","1 动作","Concentration, up to 1 minute","塑能","120 尺","声音, 姿势, 材料 (一小块磷或光榆木、或一只萤光虫)","吟游诗人, 奇械师, 术士, 法师","","你在施法距离内创造四个火把大小的光源。法术持续时间内，光源能够以火把，灯笼或光球的形态显现并在空中悬浮。你也可以将四个光源合为一个中型类人生物的模糊光影。无论选择哪种方式，每处光源都可以发出半径 10 尺的微光光照。你在自己回合可以用一个附赠动作令这些光源在施法距离内移动至多 60 尺。每个光源必需在另一个光源周边 20 尺内，而离开施法距离的光源会随即熄灭。",""
"舞光术","PHB'24","259","戏法","1 动作","Concentration, up to 1 minute","幻术","120 尺","声音, 姿势, 材料 (一点磷)","吟游诗人, 奇械师, 术士, 法师","","你在射程内创造出多达四个火炬大小的光源，使它们看起来像是火炬、灯笼或悬浮的发光球体，持续时间为法术持续时间。或者，你可以将这四个光源合并成一个模糊的人形中等大小的发光体。无论你选择哪种形式，每个光源都在10英尺半径内提供微光光照。作为一个附赠动作，你可以将光移动至多60英尺到射程内的某个空间。一个光必须在由这个法术创造的另一个光的20英尺范围内，如果一个光超出了法术的射程，它就会消失。",""
"舞风术","XGE","157","戏法","1 动作","Instantaneous","变化","30 尺","声音, 姿势","德鲁伊, 德鲁伊, 术士, 术士, 法师, 法师","","在距离内的，你能看到的一点上，空气被你掌握，被迫产生了下述效应之一：由你选择的一个中型或更小的生物必须通过一次力量豁免检定，否则会被你推离 5 尺。你能制造出小小的空气爆破，足以移动一个未被持握或携带的，不超过 5 磅的物体。该物体被推离你 10 尺。以此法产生的力不足以造成伤害。你利用空气制造出无害的感官感受，例如令树叶沙沙作响，令百叶窗闭合，或你的衣服在微风中摆动。",""
"艾伐黑触手","PHB'14","238","4环","1 动作","Concentration, up to 1 minute","咒法","90 尺","声音, 姿势, 材料 (一根来自巨章鱼或巨鱿鱼的触手)","法师","","你指定一处施法距离内你能看见的 20 尺方形区域，使其内布满蠕动的乌黑触须，进而使该区域成为困难地形。任何生物在一个回合内第一次进入该区域，或者在区域内开始其回合时，必须进行一次敏捷豁免。豁免失败者将受到 3d6 点钝击伤害，并且被触须束缚直至法术终止。生物在区域内开始其回合时，如果已受触须束缚则受到 3d6 点钝击伤害。受触须束缚的生物可以使用动作进行一次对抗法术豁免 DC 的力量检定或敏捷检定（自选其一），检定成功则挣脱束缚。",""
"艾伐黑触手","PHB'24","270","4环","1 动作","Concentration, up to 1 minute","咒法","90 尺","声音, 姿势, 材料 (一根触手)","法师","","在你可以看到的范围内的地面上，充满蠕动的黑色触手，形成一个20英尺的正方形区域。在持续时间内，这些触手将该区域的地面变为困难地形。该区域内的每个生物都必须进行力量豁免。豁免失败的生物会受到3d6点钝击伤害，并且在法术持续期间处于束缚状态。如果生物进入该区域或在其内结束回合，它也必须进行该豁免。每个生物每个回合只能进行一次该豁免。一个 束缚 生物可以采取行动，进行一次力量（运动）检定，对抗你的法术豁免难度等级，成功时解除该状态。",""
"艾嘉西斯之铠","PHB'14","215","1环","1 动作","1 hour","防护","自身","声音, 姿势, 材料 (一杯水)","邪术师","","防护性的魔法力量环绕着你，凝聚成覆盖着你和你的装备表面上一层魅影般的凝霜。你在法术持续时间内获得 5 点临时生命值。如果有生物在你拥有这些临时生命值时以近战攻击命中你，则该生物将受到 5 点冷冻伤害。"," 升环施法效应. 使用二环或更高法术位施展该法术时，你使用的法术位每比一环高一环，临时生命和冷冻伤害就各增加 5 点。"
"艾嘉西斯之铠","PHB'24","243","1环","1 附赠动作","1 hour","防护","自身","声音, 姿势, 材料 (一块蓝色玻璃碎片)","邪术师","","保护性的魔法冰霜围绕着你。你获得了5点临时生命值。如果在法术结束前有生物通过近战攻击检定命中你，那个生物会受到5点寒冷伤害。如果你没有临时生命值，法术会提前结束。"," 升环施法效应. 随着每个高于1级的法术位，临时生命值和寒冷伤害都增加5点。"
"花言巧语","PHB'14","245","8环","1 动作","1 hour","变化","自身","声音","吟游诗人, 邪术师","","直至法术终止前，你每次进行魅力检定时可以用 15 代替你掷出的数值。此外，无论你说什么，判断你是否说谎的魔法都会将你的话视为真实。",""
"花言巧语","PHB'24","279","8环","1 动作","1 hour","变化","自身","声音","吟游诗人, 邪术师","","直至法术终止前，你每次进行魅力检定时可以用 15 代替你掷出的数值。此外，无论你说什么，判断你是否说谎的魔法都会将你的话视为真实。",""
"英雄宴","PHB'14","250","6环","10 分钟","Instantaneous","咒法","30 尺","声音, 姿势, 材料 (一个价值至少 1000gp 的镶饰宝石的碗，作为该法术的耗材)","德鲁伊, 牧师","吟游诗人","你创造出一席盛宴，其中包括了上等的食物和饮品。宴席需要 1 小时来享用，并会在这段时间结束后消失不见，而且下述增益效应在该小时结束前不会生效。你可以让至多十二个生物一同分享该大餐。所有享用了大餐的生物都会获得几种增益。这些生物的所有疾病和中毒状态都会被治愈，并且免疫毒素和恐慌状态，其进行感知豁免时具有优势，生命值上限也将提高 2d10 点，并获得等量的生命值。这些增益将持续 24 小时。",""
"英雄宴","PHB'24","284","6环","10 分钟","Instantaneous","咒法","自身 (10-尺 立方体)","声音, 姿势, 材料 (一个镶嵌宝石的碗，价值1000+金币，法术会消耗它)","吟游诗人, 德鲁伊, 牧师","","你召唤出一桌盛宴，它出现在你旁边一个未被占用的10英尺立方体表面上。盛宴需要1小时才能享用完毕，并在这段时间结束时消失，而且直到这1小时结束后，其有益效果才会显现。最多有十二个生物可以享用这顿盛宴。参与的生物会获得数个好处，持续时间为24小时。生物对毒素伤害有提升抗性，并且对恐慌和中毒状态有免疫。它的生命值最大值增加2d10，并且获得相同数量的生命值。",""
"英雄气概","PHB'14","250","1环","1 动作","Concentration, up to 1 minute","惑控","触及","声音, 姿势","吟游诗人, 圣武士","","你触碰一个自愿生物使其充满勇气。该生物直至法术终止前免疫恐慌，且它将在其每回合开始时获得临时生命值，其数值等于你的施法属性调整值。法术终止时，目标失去所有来自该法术的临时生命值。"," 升环施法效应. 使用二环或更高法术位施展该法术时，你使用的法术位每比一环高一环，就能多指定一个目标。"
"英雄气概","PHB'24","285","1环","1 动作","Concentration, up to 1 minute","惑控","触及","声音, 姿势","吟游诗人, 圣武士","","你触摸的愿意的生物被注入了勇气。直到法术结束，该生物对恐慌状态免疫，并在其每个回合开始时获得等于你法术施放能力调整值的临时生命值。"," 升环施法效应. 每超过1级的法术位，你可以额外选择一个生物作为目标。"
"荆棘丛生","PHB'14","277","2环","1 动作","Concentration, up to 10 minutes","变化","150 尺","声音, 姿势, 材料 (七根锐利棘刺或七根小树枝，每根的一端都被削尖)","德鲁伊, 游侠","","以施法距离内一点为中心周围 20 尺的地面扭曲变形，大片坚硬的棘刺破土而出。该区域在法术持续时间内视为困难地形。而生物进入该区域或在其中移动时，其每移动 5 尺就要受到 2d4 点穿刺伤害。法术导致的地面变形经过刻意的掩饰，使其看起来并无异样。如果生物在你施展该法术时不能看见该区域，则它必须进行一次感知（察觉）检定，检定成功则能发现该区域隐藏的危险。",""
"荆棘丛生","PHB'24","318","2环","1 动作","Concentration, up to 10 minutes","变化","150 尺","声音, 姿势, 材料 (七根荆棘)","德鲁伊, 游侠","","在施法范围内一点为中心的20英尺半径球体内的地面上长出坚硬的尖刺和荆棘。该区域在持续时间内成为困难地形。当生物移动进入或在该区域内时，它每移动5英尺就会受到2d4穿刺伤害。地面的变形被伪装得看起来很自然。施法时，如果某个生物无法看见该区域，它必须采取搜索行动，并在你的法术豁免难度等级上通过一次智慧(察觉或生存)检定，才能在进入前识别出这片地形是危险的。",""
"荆棘之鞭","PHB'14","282","戏法","1 动作","Instantaneous","变化","30 尺","声音, 姿势, 材料 (带刺植物的茎)","奇械师, 德鲁伊","","你创造出一条藤蔓般的带刺长鞭，并猛抽向施法距离内一个你指定的生物。对目标进行一次近战法术攻击，如果命中，则目标受到 1d6 点穿刺伤害，如果目标生物为大型或更小体型，则其将朝你所在位置拉近至多 10 尺。当你达到5级（4d6）、11级（2d6）和17级（3d6）时，此法术的damage增加1d6。",""
"荆棘之鞭","PHB'24","333","戏法","1 动作","Instantaneous","变化","30 尺","声音, 姿势, 材料 (带刺植物的茎)","奇械师, 德鲁伊","","你创造出一根长满荆棘的藤鞭，按照你的命令向射程内的生物猛击。对目标进行一次近战法术攻击。击中时，目标受到1d6点穿刺伤害，如果目标是大型或更小，你可以将其拉近至多10英尺。"," 戏法升级. 当你达到5级（4d6），11级（2d6）和17级（3d6）时，damage增加1d6。"
"莫伊之影","XGE","164","4环","1 动作","Concentration, up to 1 minute","死灵","自身","声音, 姿势, 材料 (镶嵌在宝石里的不死生物的眼睛，价值至少 150GP)","邪术师, 邪术师","","法术持续时间内，如同火焰般的暗影笼罩在你的身体周遭，使你对于其他人视为身处重度遮蔽下。暗影会将你周围 10 尺内的微光照明转变为黑暗，明亮照明转变为微光。直到法术结束之前，你具有光耀伤害抗性。此外，当在你周围 10 尺内的生物用攻击命中你时，暗影会袭向那个生物，对它造成2d8点黯蚀伤害。",""
